Date,Category,Subcategory,Count,Days_To_Fix
2023-12-12,Executive Support,Executive Travel System Critical Issues,2,2
2023-12-12,Executive Support,Executive Assistant Technology Problems,4,1
2023-12-12,Business Operations,Invoice Processing System Problems,1,3
2023-12-12,User Support High,Sales Team Critical CRM Access Issues,1,4
2023-12-12,User Support High,Customer Service Critical Tool Failures,2,3
2023-12-12,User Support High,Department Manager System Access Issues,4,3
2023-12-12,User Support High,Key Client Presentation System Issues,3,2
2023-12-12,User Support Standard,Password Reset Requests,2,1
2023-12-12,User Support Standard,File Access Standard Permission Issues,2,2
2023-12-12,User Support Standard,Account Creation Standard Requests,7,2
2023-12-12,User Support Standard,Basic Training Standard Sessions,3,2
2023-12-13,Fill-ins,Email Signature Template Updates,1,1
2023-12-13,Fill-ins,Basic Hardware Inventory Updates,1,1
2023-12-13,Fill-ins,Basic Documentation Formatting,1,3
2023-12-13,Fill-ins,Basic System Configuration Backups,3,1
2023-12-13,Fill-ins,Basic File Organization Tasks,1,3
2023-12-13,Fill-ins,Equipment Cable Management,3,2
2023-12-13,Thankless Tasks,Proprietary System Manual Integration,3,41
2023-12-13,Thankless Tasks,Manual Backup Process Maintenance,2,60
2023-12-13,Critical Infrastructure,Primary Payment System Total Failure,1,2
2023-12-13,Business Operations,Invoice Processing System Problems,4,9
2023-12-13,Business Operations,Contract Management System Problems,3,7
2023-12-13,Business Operations,Facilities Management Critical Problems,2,7
2023-12-13,User Support High,Sales Team Critical CRM Access Issues,2,2
2023-12-13,User Support High,Executive Assistant Critical Tool Issues,3,3
2023-12-13,User Support High,Critical Project Team Tool Failures,1,2
2023-12-13,User Support Standard,Password Reset Requests,7,1
2023-12-13,User Support Standard,Printer Setup Basic Assistance,5,1
2023-12-13,User Support Standard,VPN Connection Standard Help,5,1
2023-12-13,User Support Standard,File Access Standard Permission Issues,1,2
2023-12-13,User Support Standard,Phone System Basic Setup,3,2
2023-12-13,User Support Standard,Account Creation Standard Requests,5,2
2023-12-14,Quick Wins,Database Connection Pooling,2,6
2023-12-14,Quick Wins,API Rate Limiting Implementation,8,7
2023-12-14,Quick Wins,Service Health Dashboard,3,7
2023-12-14,Fill-ins,Email Signature Template Updates,2,2
2023-12-14,Fill-ins,Basic Hardware Inventory Updates,4,3
2023-12-14,Fill-ins,Wi-Fi Password Distribution Updates,2,3
2023-12-14,Fill-ins,Basic System Configuration Backups,3,3
2023-12-14,Fill-ins,Basic File Organization Tasks,3,1
2023-12-14,Thankless Tasks,Outdated System Manual Documentation,1,26
2023-12-14,Executive Support,Executive Dashboard Critical Problems,2,1
2023-12-14,Executive Support,Leadership Portal Access Problems,3,1
2023-12-14,Business Operations,Purchase Order System Critical Failures,7,10
2023-12-14,User Support High,Production Team System Down Issues,5,4
2023-12-14,User Support High,Critical Project Team Tool Failures,7,4
2023-12-14,User Support Standard,VPN Connection Standard Help,1,1
2023-12-14,User Support Standard,File Access Standard Permission Issues,5,2
2023-12-14,User Support Standard,Phone System Basic Setup,4,2
2023-12-14,User Support Standard,Mobile Device Standard Configuration,1,1
2023-12-15,Quick Wins,Password Policy Automation,2,8
2023-12-15,Quick Wins,Database Connection Pooling,5,3
2023-12-15,Quick Wins,Log Rotation Automation,1,3
2023-12-15,Fill-ins,Desktop Wallpaper Standardization,4,3
2023-12-15,Fill-ins,Simple Form Template Updates,1,3
2023-12-15,Fill-ins,Wi-Fi Password Distribution Updates,1,1
2023-12-15,Fill-ins,Equipment Asset Tag Updates,1,2
2023-12-15,Fill-ins,Basic System Configuration Backups,2,3
2023-12-15,Thankless Tasks,Manual Backup Process Maintenance,1,50
2023-12-15,Thankless Tasks,Custom Manual Reporting Procedures,2,52
2023-12-15,Executive Support,Strategic Planning Platform Critical Issues,3,2
2023-12-15,Business Operations,Purchase Order System Critical Failures,4,3
2023-12-15,User Support High,Finance Team System Access Problems,3,1
2023-12-15,User Support High,Production Team System Down Issues,5,2
2023-12-15,User Support High,Critical Project Team Tool Failures,2,3
2023-12-15,User Support Standard,Email Configuration Standard Support,4,1
2023-12-15,User Support Standard,Printer Setup Basic Assistance,2,1
2023-12-15,User Support Standard,Basic Training Standard Sessions,7,2
2023-12-16,Quick Wins,Password Policy Automation,2,6
2023-12-16,Fill-ins,Equipment Asset Tag Updates,6,1
2023-12-16,Thankless Tasks,Manual Testing Process Maintenance,2,32
2023-12-16,Thankless Tasks,Legacy Code Manual Refactoring,2,19
2023-12-16,Thankless Tasks,Legacy Interface Manual Updates,2,49
2023-12-16,Business Operations,Contract Management System Problems,1,9
2023-12-16,Business Operations,Travel Booking System Major Problems,1,4
2023-12-16,Business Operations,Asset Management System Issues,3,8
2023-12-16,User Support High,Finance Team System Access Problems,1,3
2023-12-16,User Support Standard,Phone System Basic Setup,7,1
2023-12-17,Quick Wins,Email Queue Monitoring,2,5
2023-12-17,Thankless Tasks,Proprietary System Manual Integration,4,41
2023-12-17,Thankless Tasks,Legacy Interface Manual Updates,3,55
2023-12-17,Business Operations,Vendor Payment Processing Issues,1,6
2023-12-17,User Support Standard,Email Configuration Standard Support,5,1
2023-12-17,User Support Standard,File Access Standard Permission Issues,4,1
2023-12-18,Quick Wins,Certificate Expiration Alerts,3,4
2023-12-18,Fill-ins,Simple Form Template Updates,1,3
2023-12-18,Fill-ins,Meeting Room Equipment Basic Maintenance,1,3
2023-12-18,Fill-ins,Wi-Fi Password Distribution Updates,2,2
2023-12-18,Fill-ins,Simple Report Template Updates,3,3
2023-12-18,Fill-ins,Equipment Cable Management,3,2
2023-12-18,Thankless Tasks,Legacy Database Manual Optimization,1,20
2023-12-18,Executive Support,Executive Communication Platform Issues,4,1
2023-12-18,Business Operations,Payroll Processing System Failures,3,6
2023-12-18,Business Operations,Vendor Payment Processing Issues,3,2
2023-12-18,Business Operations,Facilities Management Critical Problems,2,4
2023-12-18,User Support High,Customer Service Critical Tool Failures,5,2
2023-12-18,User Support High,Remote Access Critical VPN Problems,4,2
2023-12-18,User Support High,Department Manager System Access Issues,1,1
2023-12-18,User Support Standard,Software Installation Basic Help,10,2
2023-12-18,User Support Standard,Email Configuration Standard Support,12,2
2023-12-18,User Support Standard,Printer Setup Basic Assistance,6,1
2023-12-18,User Support Standard,VPN Connection Standard Help,6,2
2023-12-18,User Support Standard,File Access Standard Permission Issues,10,1
2023-12-18,User Support Standard,Phone System Basic Setup,5,1
2023-12-18,User Support Standard,Account Creation Standard Requests,12,2
2023-12-18,User Support Standard,Basic Training Standard Sessions,7,2
2023-12-19,Quick Wins,Email Queue Monitoring,1,8
2023-12-19,Quick Wins,Service Health Dashboard,1,7
2023-12-19,Quick Wins,Automated Error Log Analysis,3,2
2023-12-19,Fill-ins,Simple Form Template Updates,5,3
2023-12-19,Fill-ins,Basic Documentation Formatting,2,3
2023-12-19,Fill-ins,Basic File Organization Tasks,3,2
2023-12-19,Thankless Tasks,Manual Backup Process Maintenance,1,32
2023-12-19,Thankless Tasks,Custom Manual Reporting Procedures,2,54
2023-12-19,Executive Support,Executive Assistant Technology Problems,5,1
2023-12-19,Business Operations,Purchase Order System Critical Failures,3,2
2023-12-19,Business Operations,Expense Management Critical Issues,6,5
2023-12-19,Business Operations,Asset Management System Issues,4,4
2023-12-19,User Support High,Remote Access Critical VPN Problems,2,3
2023-12-19,User Support High,Revenue Team Critical System Problems,1,2
2023-12-19,User Support Standard,Password Reset Requests,2,2
2023-12-19,User Support Standard,Printer Setup Basic Assistance,1,1
2023-12-19,User Support Standard,File Access Standard Permission Issues,3,1
2023-12-19,User Support Standard,Phone System Basic Setup,2,2
2023-12-19,User Support Standard,Mobile Device Standard Configuration,1,2
2023-12-19,User Support Standard,Account Creation Standard Requests,5,1
2023-12-19,User Support Standard,Basic Training Standard Sessions,12,2
2023-12-20,Quick Wins,Load Balancer Health Checks,5,5
2023-12-20,Quick Wins,Certificate Expiration Alerts,1,7
2023-12-20,Major Projects,ERP System Total Overhaul,1,86
2023-12-20,Fill-ins,Basic Hardware Inventory Updates,2,3
2023-12-20,Fill-ins,Simple Form Template Updates,2,1
2023-12-20,Fill-ins,Simple Report Template Updates,3,3
2023-12-20,Fill-ins,Basic System Configuration Backups,2,3
2023-12-20,Fill-ins,Simple Calendar Template Updates,1,2
2023-12-20,Thankless Tasks,Legacy Platform Manual Upgrades,2,32
2023-12-20,Executive Support,C-Suite Technology Access Issues,6,2
2023-12-20,Business Operations,Benefits Administration Critical Issues,2,3
2023-12-20,Business Operations,Purchase Order System Critical Failures,1,5
2023-12-20,Business Operations,Travel Booking System Major Problems,1,9
2023-12-20,User Support High,Production Team System Down Issues,2,3
2023-12-20,User Support High,Executive Assistant Critical Tool Issues,4,2
2023-12-20,User Support High,Key Client Presentation System Issues,1,2
2023-12-20,User Support Standard,Password Reset Requests,6,1
2023-12-20,User Support Standard,Software Installation Basic Help,3,1
2023-12-20,User Support Standard,Printer Setup Basic Assistance,6,2
2023-12-20,User Support Standard,VPN Connection Standard Help,3,2
2023-12-20,User Support Standard,File Access Standard Permission Issues,3,2
2023-12-20,User Support Standard,Phone System Basic Setup,2,2
2023-12-20,User Support Standard,Account Creation Standard Requests,1,2
2023-12-20,User Support Standard,Basic Training Standard Sessions,4,2
2023-12-21,Quick Wins,Password Policy Automation,4,8
2023-12-21,Quick Wins,Self-Service Portal Implementation,1,8
2023-12-21,Quick Wins,Log Rotation Automation,2,5
2023-12-21,Quick Wins,Service Health Dashboard,2,4
2023-12-21,Fill-ins,Basic Hardware Inventory Updates,3,3
2023-12-21,Fill-ins,Meeting Room Equipment Basic Maintenance,1,3
2023-12-21,Fill-ins,Simple Report Template Updates,1,2
2023-12-21,Fill-ins,Simple User Guide Updates,1,3
2023-12-21,Thankless Tasks,Legacy Database Manual Optimization,3,29
2023-12-21,Thankless Tasks,Vendor-Specific Manual Customizations,2,28
2023-12-21,Executive Support,Strategic Reporting System Failures,1,1
2023-12-21,Business Operations,Vendor Payment Processing Issues,1,8
2023-12-21,Business Operations,Travel Booking System Major Problems,1,10
2023-12-21,User Support High,Key Client Presentation System Issues,1,3
2023-12-21,User Support High,Revenue Team Critical System Problems,3,2
2023-12-21,User Support Standard,Software Installation Basic Help,4,1
2023-12-21,User Support Standard,Email Configuration Standard Support,7,2
2023-12-21,User Support Standard,Printer Setup Basic Assistance,5,2
2023-12-21,User Support Standard,VPN Connection Standard Help,4,2
2023-12-21,User Support Standard,File Access Standard Permission Issues,9,1
2023-12-21,User Support Standard,Phone System Basic Setup,5,2
2023-12-21,User Support Standard,Mobile Device Standard Configuration,4,1
2023-12-21,User Support Standard,Account Creation Standard Requests,6,2
2023-12-22,Quick Wins,Self-Service Portal Implementation,4,5
2023-12-22,Quick Wins,Database Connection Pooling,2,8
2023-12-22,Quick Wins,Load Balancer Health Checks,3,4
2023-12-22,Quick Wins,Certificate Expiration Alerts,4,8
2023-12-22,Fill-ins,Email Signature Template Updates,1,1
2023-12-22,Fill-ins,Desktop Wallpaper Standardization,3,3
2023-12-22,Fill-ins,Basic Documentation Formatting,4,3
2023-12-22,Fill-ins,Simple Report Template Updates,1,1
2023-12-22,Fill-ins,Equipment Asset Tag Updates,1,1
2023-12-22,Fill-ins,Simple User Guide Updates,1,2
2023-12-22,Thankless Tasks,Outdated Manual Process Documentation,1,45
2023-12-22,Executive Support,Strategic Planning Platform Critical Issues,1,2
2023-12-22,Business Operations,Travel Booking System Major Problems,2,9
2023-12-22,Business Operations,Facilities Management Critical Problems,1,4
2023-12-22,User Support Standard,VPN Connection Standard Help,3,2
2023-12-22,User Support Standard,Phone System Basic Setup,2,1
2023-12-22,User Support Standard,Account Creation Standard Requests,8,1
2023-12-23,Quick Wins,Basic Firewall Rule Optimization,2,7
2023-12-23,Major Projects,Regulatory Compliance System Overhaul,1,165
2023-12-23,Major Projects,Enterprise Content Management Overhaul,1,92
2023-12-23,Fill-ins,Basic Hardware Inventory Updates,1,2
2023-12-23,Fill-ins,Simple Form Template Updates,4,3
2023-12-23,Fill-ins,Equipment Cable Management,2,1
2023-12-23,Thankless Tasks,Outdated System Manual Documentation,1,22
2023-12-23,Thankless Tasks,Vendor-Specific Manual Customizations,4,51
2023-12-23,Thankless Tasks,Manual Backup Process Maintenance,1,22
2023-12-23,User Support High,Finance Team System Access Problems,4,1
2023-12-23,User Support High,Customer Service Critical Tool Failures,4,1
2023-12-23,User Support High,Production Team System Down Issues,4,4
2023-12-23,User Support High,Remote Access Critical VPN Problems,3,2
2023-12-23,User Support High,Key Client Presentation System Issues,1,3
2023-12-23,User Support Standard,File Access Standard Permission Issues,2,2
2023-12-24,Quick Wins,API Rate Limiting Implementation,3,2
2023-12-24,Quick Wins,Service Health Dashboard,1,7
2023-12-24,Quick Wins,Basic Firewall Rule Optimization,2,5
2023-12-24,User Support Standard,Mobile Device Standard Configuration,5,1
2023-12-25,Quick Wins,Memory Usage Alert Thresholds,8,2
2023-12-25,Quick Wins,Automated Error Log Analysis,5,7
2023-12-25,Fill-ins,Email Signature Template Updates,2,1
2023-12-25,Fill-ins,Desktop Wallpaper Standardization,3,1
2023-12-25,Fill-ins,Wi-Fi Password Distribution Updates,4,1
2023-12-25,Fill-ins,Basic Documentation Formatting,2,2
2023-12-25,Fill-ins,Simple Report Template Updates,4,1
2023-12-25,Fill-ins,Basic System Configuration Backups,3,3
2023-12-25,Executive Support,Executive Communication Platform Issues,5,1
2023-12-25,Business Operations,Asset Management System Issues,5,4
2023-12-25,User Support High,Executive Assistant Critical Tool Issues,1,2
2023-12-25,User Support Standard,Password Reset Requests,3,2
2023-12-25,User Support Standard,Email Configuration Standard Support,10,2
2023-12-25,User Support Standard,VPN Connection Standard Help,4,1
2023-12-25,User Support Standard,Phone System Basic Setup,14,2
2023-12-25,User Support Standard,Account Creation Standard Requests,8,2
2023-12-26,Quick Wins,Certificate Expiration Alerts,1,6
2023-12-26,Quick Wins,Email Queue Monitoring,1,3
2023-12-26,Quick Wins,Memory Usage Alert Thresholds,3,5
2023-12-26,Fill-ins,Desktop Wallpaper Standardization,1,2
2023-12-26,Fill-ins,Printer Toner Replacement Scheduling,5,3
2023-12-26,Fill-ins,Simple Form Template Updates,3,3
2023-12-26,Fill-ins,Basic Documentation Formatting,7,2
2023-12-26,Fill-ins,Simple Calendar Template Updates,1,2
2023-12-26,Fill-ins,Basic File Organization Tasks,1,3
2023-12-26,Fill-ins,Simple User Guide Updates,1,2
2023-12-26,Executive Support,Board Meeting Technology Setup,2,1
